"inicio";"fin";"humidity (sanpedro 002)";"std";"min";"max";"temperature (sanpedro 002)";"std";"min";"max"
"2013-04-23 00:00:00";"2013-04-23 01:00:00";91.53333;3.16007;86.2;94.4;11.00476;0.43147;10.2;11.5
"2013-04-23 01:00:00";"2013-04-23 02:00:00";90.61111;3.23056;86.2;94.4;11.22222;0.47323;10.6;11.9
"2013-04-23 02:00:00";"2013-04-23 03:00:00";91.15;3.02118;86.2;94.4;11.025;0.44371;10.3;11.5
"2013-04-23 03:00:00";"2013-04-23 04:00:00";90.5619;3.2893;86.1;94.4;10.10476;0.60747;8.9;11
"2013-04-23 04:00:00";"2013-04-23 05:00:00";90.65;3.32553;86.1;94.3;10.51667;0.46815;9.7;11.2
"2013-04-23 05:00:00";"2013-04-23 06:00:00";90.91053;3.35511;86.2;94.4;10.70526;0.46957;10;11.4
"2013-04-23 06:00:00";"2013-04-23 07:00:00";90.30667;3.40342;86.2;94.6;11.45667;0.82812;10.2;13.4
"2013-04-23 07:00:00";"2013-04-23 08:00:00";86.60779;5.19797;78.8;94.9;15.17532;1.41027;12.1;17.6
"2013-04-23 08:00:00";"2013-04-23 09:00:00";;;;;;;;
"2013-04-23 09:00:00";"2013-04-23 10:00:00";65.24651;4.77529;59.1;77.1;20;0.95698;18.5;22.8
"2013-04-23 10:00:00";"2013-04-23 11:00:00";;;;;;;;
"2013-04-23 11:00:00";"2013-04-23 12:00:00";78.03626;3.77567;67.4;85.4;17.92198;1.22947;16.7;21.4
"2013-04-23 12:00:00";"2013-04-23 13:00:00";;;;;;;;
"2013-04-23 13:00:00";"2013-04-23 14:00:00";;;;;;;;
"2013-04-23 14:00:00";"2013-04-23 15:00:00";;;;;;;;
"2013-04-23 15:00:00";"2013-04-23 16:00:00";;;;;;;;
"2013-04-23 16:00:00";"2013-04-23 17:00:00";62.79492;7.25901;48.6;78;18.19086;1.70747;16.4;22.6
"2013-04-23 17:00:00";"2013-04-23 18:00:00";;;;;;;;
"2013-04-23 18:00:00";"2013-04-23 19:00:00";;;;;;;;
"2013-04-23 19:00:00";"2013-04-23 20:00:00";82.37209;2.21678;79.3;92.4;13.46744;0.05993;13.2;13.5
"2013-04-23 20:00:00";"2013-04-23 21:00:00";90.65217;3.40267;86.5;94.6;12.60435;0.41648;11.8;13.4
"2013-04-23 21:00:00";"2013-04-23 22:00:00";91.33333;2.98086;86.4;94.5;12.04167;0.29;11.6;12.4
"2013-04-23 22:00:00";"2013-04-23 23:00:00";91.34231;3.21716;86.3;94.5;11.25385;0.45677;10.4;11.7
"2013-04-23 23:00:00";"2013-04-24 00:00:00";90.6375;3.40696;86.4;94.5;11.6;0.35473;11.1;12.2
"2013-04-24 00:00:00";"2013-04-24 01:00:00";91.36667;2.82174;86.4;94.5;11.75556;0.32527;11.4;12.4
"2013-04-24 01:00:00";"2013-04-24 02:00:00";91.17368;3.39998;86.3;94.5;11.44737;0.47724;10.4;12.1
"2013-04-24 02:00:00";"2013-04-24 03:00:00";92.2;3.01149;86.1;94.3;10.30909;0.46015;9.3;11
"2013-04-24 03:00:00";"2013-04-24 04:00:00";89.32308;3.57581;86;94.2;9.14615;0.70342;8.4;10
"2013-04-24 04:00:00";"2013-04-24 05:00:00";;;;;;;;
"2013-04-24 05:00:00";"2013-04-24 06:00:00";;;;;;;;
"2013-04-24 06:00:00";"2013-04-24 07:00:00";;;;;;;;
"2013-04-24 07:00:00";"2013-04-24 08:00:00";;;;;;;;
"2013-04-24 08:00:00";"2013-04-24 09:00:00";;;;;;;;
"2013-04-24 09:00:00";"2013-04-24 10:00:00";;;;;;;;
"2013-04-24 10:00:00";"2013-04-24 11:00:00";;;;;;;;
"2013-04-24 11:00:00";"2013-04-24 12:00:00";;;;;;;;
"2013-04-24 12:00:00";"2013-04-24 13:00:00";;;;;;;;
"2013-04-24 13:00:00";"2013-04-24 14:00:00";;;;;;;;
"2013-04-24 14:00:00";"2013-04-24 15:00:00";;;;;;;;
"2013-04-24 15:00:00";"2013-04-24 16:00:00";;;;;;;;
"2013-04-24 16:00:00";"2013-04-24 17:00:00";;;;;;;;
"2013-04-24 17:00:00";"2013-04-24 18:00:00";;;;;;;;
"2013-04-24 18:00:00";"2013-04-24 19:00:00";;;;;;;;
"2013-04-24 19:00:00";"2013-04-24 20:00:00";;;;;;;;
