"inicio";"fin";"humidity (sanpedro 002)";"std";"min";"max";"temperature (sanpedro 002)";"std";"min";"max"
"2013-05-22 08:30:00";"2013-05-22 08:40:00";;;;;;;;
"2013-05-22 08:40:00";"2013-05-22 08:50:00";;;;;;;;
"2013-05-22 08:50:00";"2013-05-22 09:00:00";;;;;;;;
"2013-05-22 09:00:00";"2013-05-22 09:10:00";;;;;;;;
"2013-05-22 09:10:00";"2013-05-22 09:20:00";;;;;;;;
"2013-05-22 09:20:00";"2013-05-22 09:30:00";69.90217;6.28385;65.1;82.6;18.75435;0.81553;17.9;20.6
"2013-05-22 09:30:00";"2013-05-22 09:40:00";;;;;;;;
"2013-05-22 09:40:00";"2013-05-22 09:50:00";;;;;;;;
"2013-05-22 09:50:00";"2013-05-22 10:00:00";;;;;;;;
"2013-05-22 10:00:00";"2013-05-22 10:10:00";;;;;;;;
"2013-05-22 10:10:00";"2013-05-22 10:20:00";;;;;;;;
"2013-05-22 10:20:00";"2013-05-22 10:30:00";;;;;;;;
"2013-05-22 10:30:00";"2013-05-22 10:40:00";;;;;;;;
"2013-05-22 10:40:00";"2013-05-22 10:50:00";58.66744;3.42513;54.7;68.1;22.47209;0.85081;21.5;25.2
"2013-05-22 10:50:00";"2013-05-22 11:00:00";;;;;;;;
"2013-05-22 11:00:00";"2013-05-22 11:10:00";;;;;;;;
"2013-05-22 11:10:00";"2013-05-22 11:20:00";;;;;;;;
"2013-05-22 11:20:00";"2013-05-22 11:30:00";;;;;;;;
"2013-05-22 11:30:00";"2013-05-22 11:40:00";;;;;;;;
"2013-05-22 11:40:00";"2013-05-22 11:50:00";60.89574;1.52831;58.1;64.4;21.9383;1.70488;20.7;25.6
"2013-05-22 11:50:00";"2013-05-22 12:00:00";;;;;;;;
"2013-05-22 12:00:00";"2013-05-22 12:10:00";;;;;;;;
"2013-05-22 12:10:00";"2013-05-22 12:20:00";65.32444;0.94214;64;67.2;20.69111;1.01933;19.9;22.8
"2013-05-22 12:20:00";"2013-05-22 12:30:00";;;;;;;;
"2013-05-22 12:30:00";"2013-05-22 12:40:00";;;;;;;;
"2013-05-22 12:40:00";"2013-05-22 12:50:00";;;;;;;;
"2013-05-22 12:50:00";"2013-05-22 13:00:00";;;;;;;;
"2013-05-22 13:00:00";"2013-05-22 13:10:00";;;;;;;;
"2013-05-22 13:10:00";"2013-05-22 13:20:00";;;;;;;;
"2013-05-22 13:20:00";"2013-05-22 13:30:00";;;;;;;;
"2013-05-22 13:30:00";"2013-05-22 13:40:00";;;;;;;;
"2013-05-22 13:40:00";"2013-05-22 13:50:00";;;;;;;;
"2013-05-22 13:50:00";"2013-05-22 14:00:00";68.32292;0.96052;66.8;71.1;19.57083;1.1574;18.7;22
"2013-05-22 14:00:00";"2013-05-22 14:10:00";;;;;;;;
"2013-05-22 14:10:00";"2013-05-22 14:20:00";;;;;;;;
"2013-05-22 14:20:00";"2013-05-22 14:30:00";75.74348;1.41016;72.9;78.3;18.37826;0.87026;17.5;20.4
"2013-05-22 14:30:00";"2013-05-22 14:40:00";;;;;;;;
"2013-05-22 14:40:00";"2013-05-22 14:50:00";;;;;;;;
"2013-05-22 14:50:00";"2013-05-22 15:00:00";;;;;;;;
"2013-05-22 15:00:00";"2013-05-22 15:10:00";78.18958;1.7549;74.3;80.2;17.72292;1.1327;16.8;20.1
"2013-05-22 15:10:00";"2013-05-22 15:20:00";;;;;;;;
"2013-05-22 15:20:00";"2013-05-22 15:30:00";84.73839;2.04456;81.9;89.3;16.23571;0.56281;15.7;17.4
"2013-05-22 15:30:00";"2013-05-22 15:40:00";;;;;;;;
"2013-05-22 15:40:00";"2013-05-22 15:50:00";;;;;;;;
"2013-05-22 15:50:00";"2013-05-22 16:00:00";85.85593;2.05956;83.3;91.2;15.25763;0.47056;14.8;16.2
"2013-05-22 16:00:00";"2013-05-22 16:10:00";;;;;;;;
"2013-05-22 16:10:00";"2013-05-22 16:20:00";84.97414;3.83966;81;92.6;15.15;0.3092;14.9;15.8
"2013-05-22 16:20:00";"2013-05-22 16:30:00";;;;;;;;
"2013-05-22 16:30:00";"2013-05-22 16:40:00";;;;;;;;
"2013-05-22 16:40:00";"2013-05-22 16:50:00";;;;;;;;
"2013-05-22 16:50:00";"2013-05-22 17:00:00";;;;;;;;
"2013-05-22 17:00:00";"2013-05-22 17:10:00";87.98;4.1015;84.1;94.4;14.45636;0.43433;14.1;15.2
"2013-05-22 17:10:00";"2013-05-22 17:20:00";;;;;;;;
"2013-05-22 17:20:00";"2013-05-22 17:30:00";92.175;3.30936;86.7;94.8;14.2;0.36742;13.7;14.6
"2013-05-22 17:30:00";"2013-05-22 17:40:00";87.875;3.11559;85.8;94.8;13.70833;0.2431;13.6;14.4
"2013-05-22 17:40:00";"2013-05-22 17:50:00";;;;;;;;
"2013-05-22 17:50:00";"2013-05-22 18:00:00";;;;;;;;
"2013-05-22 18:00:00";"2013-05-22 18:10:00";90.86667;3.13404;86.6;94.8;13.38333;0.43748;12.8;14.1
"2013-05-22 18:10:00";"2013-05-22 18:20:00";;;;;;;;
"2013-05-22 18:20:00";"2013-05-22 18:30:00";;;;;;;;
"2013-05-22 18:30:00";"2013-05-22 18:40:00";;;;;;;;
"2013-05-22 18:40:00";"2013-05-22 18:50:00";;;;;;;;
"2013-05-22 18:50:00";"2013-05-22 19:00:00";91.86;2.87444;86.5;94.7;12.58;0.53814;11.7;13.3
"2013-05-22 19:00:00";"2013-05-22 19:10:00";;;;;;;;
"2013-05-22 19:10:00";"2013-05-22 19:20:00";91.32857;3.21146;86.5;94.7;12.51429;0.54623;11.7;13.1
"2013-05-22 19:20:00";"2013-05-22 19:30:00";90.48333;3.4866;86.5;94.7;12.34167;0.5469;11.7;13.1
"2013-05-22 19:30:00";"2013-05-22 19:40:00";;;;;;;;
"2013-05-22 19:40:00";"2013-05-22 19:50:00";;;;;;;;
"2013-05-22 19:50:00";"2013-05-22 20:00:00";;;;;;;;
"2013-05-22 20:00:00";"2013-05-22 20:10:00";;;;;;;;
"2013-05-22 20:10:00";"2013-05-22 20:20:00";91.13333;3.43155;86.5;94.7;12.31667;0.49131;11.7;12.9
"2013-05-22 20:20:00";"2013-05-22 20:30:00";91.13333;3.43155;86.5;94.7;12.33333;0.49216;11.7;12.9
"2013-05-22 20:30:00";"2013-05-22 20:40:00";89.28;3.49537;86.5;94.7;12.12;0.46217;11.7;12.9
"2013-05-22 20:40:00";"2013-05-22 20:50:00";91.13333;3.43155;86.5;94.7;12.4;0.45461;11.8;12.9
"2013-05-22 20:50:00";"2013-05-22 21:00:00";90.47143;3.5668;86.5;94.7;12.32857;0.4558;11.8;12.9
"2013-05-22 21:00:00";"2013-05-22 21:10:00";;;;;;;;
"2013-05-22 21:10:00";"2013-05-22 21:20:00";;;;;;;;
"2013-05-22 21:20:00";"2013-05-22 21:30:00";;;;;;;;
"2013-05-22 21:30:00";"2013-05-22 21:40:00";;;;;;;;
"2013-05-22 21:40:00";"2013-05-22 21:50:00";;;;;;;;
"2013-05-22 21:50:00";"2013-05-22 22:00:00";;;;;;;;
"2013-05-22 22:00:00";"2013-05-22 22:10:00";;;;;;;;
"2013-05-22 22:10:00";"2013-05-22 22:20:00";;;;;;;;
"2013-05-22 22:20:00";"2013-05-22 22:30:00";;;;;;;;
"2013-05-22 22:30:00";"2013-05-22 22:40:00";91.13333;3.43155;86.5;94.7;12.33333;0.41096;11.8;12.8
"2013-05-22 22:40:00";"2013-05-22 22:50:00";91.7125;3.19822;86.5;94.7;12.3875;0.3586;11.8;12.8
"2013-05-22 22:50:00";"2013-05-22 23:00:00";91.13333;3.43155;86.5;94.7;12.4;0.37417;11.9;12.8
"2013-05-22 23:00:00";"2013-05-22 23:10:00";;;;;;;;
"2013-05-22 23:10:00";"2013-05-22 23:20:00";;;;;;;;
"2013-05-22 23:20:00";"2013-05-22 23:30:00";;;;;;;;
"2013-05-22 23:30:00";"2013-05-22 23:40:00";;;;;;;;
"2013-05-22 23:40:00";"2013-05-22 23:50:00";;;;;;;;
"2013-05-22 23:50:00";"2013-05-23 00:00:00";;;;;;;;
