"inicio";"fin";"humidity (sanpedro 004)";"std";"min";"max";"temp_dry (sanpedro 004)";"std";"min";"max";"temp_wet (sanpedro 004)";"std";"min";"max"
"2013-02-19 17:29:11";"2013-02-20 08:59:11";78.04223;4.04558;69;87;22.45298;1.31291;20.4;25.6;19.53167;1.07302;17.8;22.4
"2013-02-20 08:59:11";"2013-02-21 00:29:10";74.23234;7.62331;63;90;24.21699;3.66645;17.7;30;20.51453;2.34114;16;24.4
"2013-02-21 00:29:10";"2013-02-21 15:59:10";;;;;;;;;;;;
"2013-02-21 15:59:10";"2013-02-22 07:29:09";;;;;;;;;;;;
"2013-02-22 07:29:09";"2013-02-22 22:59:08";;;;;;;;;;;;
"2013-02-22 22:59:08";"2013-02-23 14:29:08";;;;;;;;;;;;
"2013-02-23 14:29:08";"2013-02-24 05:59:07";;;;;;;;;;;;
"2013-02-24 05:59:07";"2013-02-24 21:29:06";83.27013;6.98034;69;98;18.98563;1.96573;14;22.9;16.92477;1.09723;13.7;19.6
"2013-02-24 21:29:06";"2013-02-25 12:59:06";75.26946;7.68629;64;101;18.77764;2.37893;10.1;22.8;15.65469;1.33281;10.2;18.3
"2013-02-25 12:59:06";"2013-02-26 04:29:05";77.00583;3.26937;71;88;20.85408;1.88508;17.5;24.1;17.88951;1.49403;15.1;20.5
"2013-02-26 04:29:05";"2013-02-26 19:59:05";94.38;2.54995;86;100;17.06467;0.79264;15.7;20.2;16.45667;0.55922;15.5;18.5
"2013-02-26 19:59:05";"2013-02-27 11:29:04";88.04;13.56697;59;101;13.90461;5.06552;7.2;23.6;12.41891;3.38104;7.2;18
"2013-02-27 11:29:04";"2013-02-28 02:59:03";79.98892;9.24628;59;101;20.37654;3.32592;11.4;26.8;17.7431;2.10896;11.4;22.3
"2013-02-28 02:59:03";"2013-02-28 18:29:03";79.18314;10.9393;57;101;19.31965;4.15534;9.4;25.3;16.60256;2.92717;9.2;21.8
"2013-02-28 18:29:03";"2013-03-01 09:59:02";96.12731;5.17856;83;101;13.91663;3.29089;9.8;21.9;13.50903;2.69643;9.7;19.7
"2013-03-01 09:59:02";"2013-03-02 01:29:01";79.55492;8.4372;62;100;19.21934;2.69712;11.5;24.4;16.62541;1.59285;11.5;19.8
"2013-03-02 01:29:01";"2013-03-02 16:59:01";;;;;;;;;;;;
"2013-03-02 16:59:01";"2013-03-03 08:29:00";;;;;;;;;;;;
"2013-03-03 08:29:00";"2013-03-03 23:59:00";;;;;;;;;;;;
