"inicio";"fin";"humidity (sanpedro 004)";"std";"min";"max";"temp_dry (sanpedro 004)";"std";"min";"max";"temp_wet (sanpedro 004)";"std";"min";"max"
"2013-01-10 22:42:00";"2013-01-11 01:48:00";;;;;;;;;;;;
"2013-01-11 01:48:00";"2013-01-11 04:54:00";;;;;;;;;;;;
"2013-01-11 04:54:00";"2013-01-11 08:00:00";;;;;;;;;;;;
"2013-01-11 08:00:00";"2013-01-11 11:06:00";;;;;;;;;;;;
"2013-01-11 11:06:00";"2013-01-11 14:12:00";;;;;;;;;;;;
"2013-01-11 14:12:00";"2013-01-11 17:18:00";;;;;;;;;;;;
"2013-01-11 17:18:00";"2013-01-11 20:24:00";;;;;;;;;;;;
"2013-01-11 20:24:00";"2013-01-11 23:30:00";;;;;;;;;;;;
"2013-01-11 23:30:00";"2013-01-12 02:36:00";;;;;;;;;;;;
"2013-01-12 02:36:00";"2013-01-12 05:42:00";;;;;;;;;;;;
"2013-01-12 05:42:00";"2013-01-12 08:48:00";;;;;;;;;;;;
"2013-01-12 08:48:00";"2013-01-12 11:54:00";;;;;;;;;;;;
"2013-01-12 11:54:00";"2013-01-12 15:00:00";;;;;;;;;;;;
"2013-01-12 15:00:00";"2013-01-12 18:06:00";;;;;;;;;;;;
"2013-01-12 18:06:00";"2013-01-12 21:12:00";;;;;;;;;;;;
"2013-01-12 21:12:00";"2013-01-13 00:18:00";;;;;;;;;;;;
"2013-01-13 00:18:00";"2013-01-13 03:24:00";;;;;;;;;;;;
"2013-01-13 03:24:00";"2013-01-13 06:30:00";;;;;;;;;;;;
"2013-01-13 06:30:00";"2013-01-13 09:36:00";;;;;;;;;;;;
"2013-01-13 09:36:00";"2013-01-13 12:42:00";;;;;;;;;;;;
"2013-01-13 12:42:00";"2013-01-13 15:48:00";;;;;;;;;;;;
"2013-01-13 15:48:00";"2013-01-13 18:54:00";;;;;;;;;;;;
"2013-01-13 18:54:00";"2013-01-13 22:00:00";;;;;;;;;;;;
"2013-01-13 22:00:00";"2013-01-14 01:06:00";;;;;;;;;;;;
"2013-01-14 01:06:00";"2013-01-14 04:12:00";;;;;;;;;;;;
"2013-01-14 04:12:00";"2013-01-14 07:18:00";;;;;;;;;;;;
"2013-01-14 07:18:00";"2013-01-14 10:24:00";;;;;;;;;;;;
"2013-01-14 10:24:00";"2013-01-14 13:30:00";;;;;;;;;;;;
"2013-01-14 13:30:00";"2013-01-14 16:36:00";;;;;;;;;;;;
"2013-01-14 16:36:00";"2013-01-14 19:42:00";;;;;;;;;;;;
"2013-01-14 19:42:00";"2013-01-14 22:48:00";;;;;;;;;;;;
"2013-01-14 22:48:00";"2013-01-15 01:54:00";;;;;;;;;;;;
"2013-01-15 01:54:00";"2013-01-15 05:00:00";;;;;;;;;;;;
"2013-01-15 05:00:00";"2013-01-15 08:06:00";;;;;;;;;;;;
"2013-01-15 08:06:00";"2013-01-15 11:12:00";;;;;;;;;;;;
"2013-01-15 11:12:00";"2013-01-15 14:18:00";;;;;;;;;;;;
"2013-01-15 14:18:00";"2013-01-15 17:24:00";;;;;;;;;;;;
"2013-01-15 17:24:00";"2013-01-15 20:30:00";;;;;;;;;;;;
"2013-01-15 20:30:00";"2013-01-15 23:36:00";;;;;;;;;;;;
"2013-01-15 23:36:00";"2013-01-16 02:42:00";;;;;;;;;;;;
"2013-01-16 02:42:00";"2013-01-16 05:48:00";;;;;;;;;;;;
"2013-01-16 05:48:00";"2013-01-16 08:54:00";;;;;;;;;;;;
"2013-01-16 08:54:00";"2013-01-16 12:00:00";;;;;;;;;;;;
"2013-01-16 12:00:00";"2013-01-16 15:06:00";;;;;;;;;;;;
"2013-01-16 15:06:00";"2013-01-16 18:12:00";;;;;;;;;;;;
"2013-01-16 18:12:00";"2013-01-16 21:18:00";;;;;;;;;;;;
"2013-01-16 21:18:00";"2013-01-17 00:24:00";;;;;;;;;;;;
"2013-01-17 00:24:00";"2013-01-17 03:30:00";;;;;;;;;;;;
"2013-01-17 03:30:00";"2013-01-17 06:36:00";;;;;;;;;;;;
"2013-01-17 06:36:00";"2013-01-17 09:42:00";;;;;;;;;;;;
"2013-01-17 09:42:00";"2013-01-17 12:48:00";;;;;;;;;;;;
"2013-01-17 12:48:00";"2013-01-17 15:54:00";;;;;;;;;;;;
"2013-01-17 15:54:00";"2013-01-17 19:00:00";;;;;;;;;;;;
"2013-01-17 19:00:00";"2013-01-17 22:06:00";;;;;;;;;;;;
"2013-01-17 22:06:00";"2013-01-18 01:12:00";;;;;;;;;;;;
"2013-01-18 01:12:00";"2013-01-18 04:18:00";;;;;;;;;;;;
"2013-01-18 04:18:00";"2013-01-18 07:24:00";;;;;;;;;;;;
"2013-01-18 07:24:00";"2013-01-18 10:30:00";;;;;;;;;;;;
"2013-01-18 10:30:00";"2013-01-18 13:36:00";;;;;;;;;;;;
"2013-01-18 13:36:00";"2013-01-18 16:42:00";;;;;;;;;;;;
"2013-01-18 16:42:00";"2013-01-18 19:48:00";;;;;;;;;;;;
"2013-01-18 19:48:00";"2013-01-18 22:54:00";;;;;;;;;;;;
"2013-01-18 22:54:00";"2013-01-19 02:00:00";;;;;;;;;;;;
"2013-01-19 02:00:00";"2013-01-19 05:06:00";;;;;;;;;;;;
"2013-01-19 05:06:00";"2013-01-19 08:12:00";;;;;;;;;;;;
"2013-01-19 08:12:00";"2013-01-19 11:18:00";;;;;;;;;;;;
"2013-01-19 11:18:00";"2013-01-19 14:24:00";;;;;;;;;;;;
"2013-01-19 14:24:00";"2013-01-19 17:30:00";;;;;;;;;;;;
"2013-01-19 17:30:00";"2013-01-19 20:36:00";;;;;;;;;;;;
"2013-01-19 20:36:00";"2013-01-19 23:42:00";;;;;;;;;;;;
"2013-01-19 23:42:00";"2013-01-20 02:48:00";;;;;;;;;;;;
"2013-01-20 02:48:00";"2013-01-20 05:54:00";;;;;;;;;;;;
"2013-01-20 05:54:00";"2013-01-20 09:00:00";;;;;;;;;;;;
"2013-01-20 09:00:00";"2013-01-20 12:06:00";;;;;;;;;;;;
"2013-01-20 12:06:00";"2013-01-20 15:12:00";;;;;;;;;;;;
"2013-01-20 15:12:00";"2013-01-20 18:18:00";;;;;;;;;;;;
"2013-01-20 18:18:00";"2013-01-20 21:24:00";;;;;;;;;;;;
"2013-01-20 21:24:00";"2013-01-21 00:30:00";;;;;;;;;;;;
"2013-01-21 00:30:00";"2013-01-21 03:36:00";;;;;;;;;;;;
"2013-01-21 03:36:00";"2013-01-21 06:42:00";;;;;;;;;;;;
"2013-01-21 06:42:00";"2013-01-21 09:48:00";;;;;;;;;;;;
"2013-01-21 09:48:00";"2013-01-21 12:54:00";;;;;;;;;;;;
"2013-01-21 12:54:00";"2013-01-21 16:00:00";;;;;;;;;;;;
"2013-01-21 16:00:00";"2013-01-21 19:06:00";;;;;;;;;;;;
"2013-01-21 19:06:00";"2013-01-21 22:12:00";;;;;;;;;;;;
"2013-01-21 22:12:00";"2013-01-22 01:18:00";;;;;;;;;;;;
"2013-01-22 01:18:00";"2013-01-22 04:24:00";;;;;;;;;;;;
"2013-01-22 04:24:00";"2013-01-22 07:30:00";;;;;;;;;;;;
"2013-01-22 07:30:00";"2013-01-22 10:36:00";;;;;;;;;;;;
"2013-01-22 10:36:00";"2013-01-22 13:42:00";;;;;;;;;;;;
"2013-01-22 13:42:00";"2013-01-22 16:48:00";;;;;;;;;;;;
